tweet,label,tweet_clean,predicted_label,confidence,correct
abeg make una buy perfume na from very cheap make i fit see money continue this protest ejor abeg edakun make una help me oh girl is super broke,negative,abeg make una buy perfume na from very cheap make i fit see money continue this protest ejor abeg edakun make una help me oh girl is super broke,positive,0.6174619782419817,False
abeg where una dey find this relationship nawif na soap abeg cut small for me omo alot happened i don forget some sha we meuv‍️,negative,abeg where una dey find this relationship nawif na soap abeg cut small for me omo alot happened i don forget some sha we meuv️,positive,0.5189821281468349,False
wetin dey happen for this jos today na una no dey invite person for things please now,positive,wetin dey happen for this jos today na una no dey invite person for things please now,negative,0.7386270370156608,False
good evening my adorable followers how are you how did your day go im sorry ive not been able to post stories like before ive been really busy and not had me time i know i have some unfinished stories ive finished them in my head na to type am no vex abeg,positive,good evening my adorable followers how are you how did your day go im sorry ive not been able to post stories like before ive been really busy and not had me time i know i have some unfinished stories ive finished them in my head na to type am no vex abeg,negative,0.6689158310490735,False
fresh kehabi opportunity to fornicateactivity dey wey baba go do wey go make baba forget about meim not playing rough play naira,negative,fresh kehabi opportunity to fornicateactivity dey wey baba go do wey go make baba forget about meim not playing rough play naira,positive,0.6140242017293777,False
lol he say na winning mentality for draw wey una manage get oo,neutral,lol he say na winning mentality for draw wey una manage get oo,positive,0.3773393517716534,False
armed robber walks in armed robber i know youre there me armed robber come out me armed robber u better come out now or else me armed robber na condition make cray fish bend me even cray fish wey straight na winch,positive,armed robber walks in armed robber i know youre there me armed robber come out me armed robber u better come out now or else me armed robber na condition make cray fish bend me even cray fish wey straight na winch,negative,0.5375909417936104,False
abeg nnewi people cinema dey nnewi lidis,negative,abeg nnewi people cinema dey nnewi lidis,positive,0.567122322887394,False
ncdc sup with update na e don be carryover oh,negative,ncdc sup with update na e don be carryover oh,neutral,0.6101866196922836,False
abeg i nor do wahz dis na,negative,abeg i nor do wahz dis na,positive,0.4892081374214193,False
lmao you never see my team una ke my guy na only classic i dey focus on as e be,positive,lmao you never see my team una ke my guy na only classic i dey focus on as e be,negative,0.4904050954867155,False
this cho cho dance shey my neck wouldnt shift from east to west na who go vex go vex david is a vibe,positive,this cho cho dance shey my neck wouldnt shift from east to west na who go vex go vex david is a vibe,negative,0.5819600293095718,False
so i don lost k like this today boya jesus should do and come tori im about to give up fr,negative,so i don lost k like this today boya jesus should do and come tori im about to give up fr,positive,0.45600718343377933,False
mr man did u see awolowo for that lyrics since him de gail legends saraki na legend too abi,negative,mr man did u see awolowo for that lyrics since him de gail legends saraki na legend too abi,positive,0.36753635951016306,False
im coming wit a bagger very soon e go shock the north inshaallah,negative,im coming wit a bagger very soon e go shock the north inshaallah,positive,0.5194615122297113,False
igbo fufu na d best dem no dey turn am for pot na pounding,positive,igbo fufu na d best dem no dey turn am for pot na pounding,negative,0.5107839853439122,False
we dey post buh dem no dey like or comment,negative,we dey post buh dem no dey like or comment,neutral,0.4969004506776516,False
those people hold my k oo say na my limit be dat anytime i broke like dis i dey remember am,negative,those people hold my k oo say na my limit be dat anytime i broke like dis i dey remember am,positive,0.49724997745381616,False
funny i dont even know her bro yesterday was the first time i saw her picture she is not fam na her husband me and her run matter sef,neutral,funny i dont even know her bro yesterday was the first time i saw her picture she is not fam na her husband me and her run matter sef,positive,0.4800659389891244,False
sorry bro mah recharge now sef,negative,sorry bro mah recharge now sef,positive,0.467717196292135,False
traditional marriage don reach now you carry us dey enter bush all those fine gates wey you stand dey snap nah who get am,negative,traditional marriage don reach now you carry us dey enter bush all those fine gates wey you stand dey snap nah who get am,positive,0.7617197035432502,False
who started this look at your whatever thing e don do oo my tl is mess already,negative,who started this look at your whatever thing e don do oo my tl is mess already,positive,0.48263400116032357,False
balikis no sabi kiss omowumi don do abortions iya abiye sef never born even morenikeji never get partner ifelodun don break up wetin we never see for our street even excellent sef dey carryover courses,neutral,balikis no sabi kiss omowumi don do abortions iya abiye sef never born even morenikeji never get partner ifelodun don break up wetin we never see for our street even excellent sef dey carryover courses,negative,0.682135746450923,False
na to read am be the koko observe all wetin u read evangelise all wetin you read,positive,na to read am be the koko observe all wetin u read evangelise all wetin you read,negative,0.447737875174715,False
e don happen again o olosho don steal iphone pro max wey my guy borrow,negative,e don happen again o olosho don steal iphone pro max wey my guy borrow,positive,0.3587450604698139,False
lmao you dey tacha cartel na,neutral,lmao you dey tacha cartel na,negative,0.44712485431867066,False
go imsu junction as you dey buy food look closely you go see babes wey want same thing as you enjoy ps no go dey form gentleman go straight to the point,positive,go imsu junction as you dey buy food look closely you go see babes wey want same thing as you enjoy ps no go dey form gentleman go straight to the point,negative,0.5298061438982267,False
im so freaking hot need a glass of chilled water but ive got sore throat so i cant what kind of wahala is dis now,positive,im so freaking hot need a glass of chilled water but ive got sore throat so i cant what kind of wahala is dis now,negative,0.730066784655245,False
seeing as rice cost for market i just dey admire that bag of rice wey dey there god bless you for your support blessed is the man that giveth than the one that taketh may gods blessings and grace be upon you always,negative,seeing as rice cost for market i just dey admire that bag of rice wey dey there god bless you for your support blessed is the man that giveth than the one that taketh may gods blessings and grace be upon you always,positive,0.8053713322352203,False
now wey i need your help you nor help me the time wey you go wan come help me i nor go want your help that time so you go get out by then,negative,now wey i need your help you nor help me the time wey you go wan come help me i nor go want your help that time so you go get out by then,positive,0.499783088581351,False
i dont even know where to start from koz my parent love that show like and nah night them dey watch am so sometimes i used to be like why cant they show this thing at morning i dont even know how to express my selffeelings towards this show abeg i just dey type shit,positive,i dont even know where to start from koz my parent love that show like and nah night them dey watch am so sometimes i used to be like why cant they show this thing at morning i dont even know how to express my selffeelings towards this show abeg i just dey type shit,negative,0.6750187364268571,False
i don see this one na hin face for that nd frame i wan see,positive,i don see this one na hin face for that nd frame i wan see,negative,0.5292023768165489,False
make e see wetin hin fine face and stature dey cause for my marital house o,positive,make e see wetin hin fine face and stature dey cause for my marital house o,negative,0.629435347303354,False
ozo think say because him na fine boy automatically dem go always reason am dem carry am handicap and o housemates where like you dont have the facilities for that big man,neutral,ozo think say because him na fine boy automatically dem go always reason am dem carry am handicap and o housemates where like you dont have the facilities for that big man,negative,0.5908369228929012,False
o lord wen i go buy dis motor wey dey my mind,negative,o lord wen i go buy dis motor wey dey my mind,positive,0.5773102501038719,False
invite me come ibadan baba e don tey i chop ewa ati bread,positive,invite me come ibadan baba e don tey i chop ewa ati bread,neutral,0.3701479928606104,False
me sef shock,negative,me sef shock,positive,0.5682906968957081,False
latest gina guideline ooo just hearing it today in a seminar e off me i managed a hand full of asthmatics over the last few weeks and i nebulized religiously,negative,latest gina guideline ooo just hearing it today in a seminar e off me i managed a hand full of asthmatics over the last few weeks and i nebulized religiously,positive,0.5360915174893515,False
good morning big bro abeg na vn u go de use reply my whats app now,positive,good morning big bro abeg na vn u go de use reply my whats app now,negative,0.5115819643187766,False
i dont know what im doing wrong im not selling im broke im sad were almost in december baba god i know youre the god of the th hour please come through,negative,i dont know what im doing wrong im not selling im broke im sad were almost in december baba god i know youre the god of the th hour please come through,positive,0.566388249598306,False
dem scatter every where from the beginning and still dey scatter things wicked generation how can a country like ours still be struggling with electricity upon all the professors and self acclaimed visionary well positioned leaders dem even get gen for house and office‍️,positive,dem scatter every where from the beginning and still dey scatter things wicked generation how can a country like ours still be struggling with electricity upon all the professors and self acclaimed visionary well positioned leaders dem even get gen for house and office️,negative,0.8971776292898964,False
by now i for don dey chevron drive dey enjoy this,negative,by now i for don dey chevron drive dey enjoy this,positive,0.5956872417868181,False
come why dem nor dey fit dey retweet your messages body dey catch you,negative,come why dem nor dey fit dey retweet your messages body dey catch you,positive,0.4537602165419609,False
me as a pastor how you go dey put as your tithe your salary na,negative,me as a pastor how you go dey put as your tithe your salary na,positive,0.526744651095409,False
shey una dey listen to crest fm sha talk say them wan share babe by am o,positive,shey una dey listen to crest fm sha talk say them wan share babe by am o,neutral,0.774115769348893,False
just tey dey for this week oh,neutral,just tey dey for this week oh,positive,0.464351146109806,False
omo na spag wey me think say dey oh na hin as i enter kitchen now boy don finish am,negative,omo na spag wey me think say dey oh na hin as i enter kitchen now boy don finish am,positive,0.43006417562100674,False
and go dey do like tom and jerry uppandan spectators go dey comment ratings go dey pile me i just need,neutral,and go dey do like tom and jerry uppandan spectators go dey comment ratings go dey pile me i just need,negative,0.607071172758234,False
omo e be like say una go dey talk this thing till una die oooo i bet you might even tell it to your childrens children yall just pained that he has come this far even outstayed your fave nonsense,positive,omo e be like say una go dey talk this thing till una die oooo i bet you might even tell it to your childrens children yall just pained that he has come this far even outstayed your fave nonsense,negative,0.8896175125308622,False
na really balanced diet later dem go chill for one uncompleted building den enjoy correct siesta low key scammers,negative,na really balanced diet later dem go chill for one uncompleted building den enjoy correct siesta low key scammers,positive,0.5256206659655763,False
we don see you na son of solomon,negative,we don see you na son of solomon,positive,0.6726196211479714,False
na cheating honestly next time we are together as a family we go table the matter why you go talk say na strokes i go chop whereas every lie down lie flat you dey use the cain press me like iron,positive,na cheating honestly next time we are together as a family we go table the matter why you go talk say na strokes i go chop whereas every lie down lie flat you dey use the cain press me like iron,negative,0.7085622672807572,False
e dey constantly burst my brain when they speak to parents to caution and appeal to their children i cant laugh but its funny like we are children we dont have sense we dont know what we are doing you think you years of respect and shutup tactic still works na wa,negative,e dey constantly burst my brain when they speak to parents to caution and appeal to their children i cant laugh but its funny like we are children we dont have sense we dont know what we are doing you think you years of respect and shutup tactic still works na wa,positive,0.6546274585793631,False
show me love i use god beg you i no want money abeg just one song abeg i dey beg,negative,show me love i use god beg you i no want money abeg just one song abeg i dey beg,positive,0.9279703681581798,False
e con thief the money them no lie them no just dey correct with wetin him go steal,neutral,e con thief the money them no lie them no just dey correct with wetin him go steal,negative,0.4733638630591083,False
wetin dey sup nah is it that people are not seeing my tweets or they dont just want to engage them please im new here o teach me what to do abeg thanks,positive,wetin dey sup nah is it that people are not seeing my tweets or they dont just want to engage them please im new here o teach me what to do abeg thanks,negative,0.5955687557661694,False
hin go reach my side too,neutral,hin go reach my side too,positive,0.5112543092899583,False
boss abeg any family love and romance series for your boy i don go waste time data dey download wandavision,negative,boss abeg any family love and romance series for your boy i don go waste time data dey download wandavision,positive,0.7623311935525737,False
the point wey i dey lead you i fit use am climb bike a liverpool fan to a chelsea fan,negative,the point wey i dey lead you i fit use am climb bike a liverpool fan to a chelsea fan,positive,0.6648599234402806,False
i sing occasionally i love music and i love to dance im a very picky eater i dont eat the things an average person would im a football enthusiast im a hugger but corona virus wont let me be great i absolutely love children ️ and animals esp dogs,negative,i sing occasionally i love music and i love to dance im a very picky eater i dont eat the things an average person would im a football enthusiast im a hugger but corona virus wont let me be great i absolutely love children ️ and animals esp dogs,positive,0.7368548921226474,False
some people get time to they speak english sha as i dey speak the english na slap dey follow am nonsense,negative,some people get time to they speak english sha as i dey speak the english na slap dey follow am nonsense,positive,0.5416066024707338,False
