tweet,label,tweet_clean,predicted_label,confidence,correct
if i come pierce my tongue dem go dey ask weda i dey give for free,neutral,if i come pierce my tongue dem go dey ask weda i dey give for free,negative,0.6714020488514035,False
lmfao guy im as shook as you are na me dey find am for pm na why,neutral,lmfao guy im as shook as you are na me dey find am for pm na why,positive,0.6726781669012872,False
balikis no sabi kiss omowumi don do abortions iya abiye sef never born even morenikeji never get partner ifelodun don break up wetin we never see for our street even excellent sef dey carryover courses,neutral,balikis no sabi kiss omowumi don do abortions iya abiye sef never born even morenikeji never get partner ifelodun don break up wetin we never see for our street even excellent sef dey carryover courses,negative,0.682135746450923,False
na rejoice na omoh the mama bin just fine,neutral,na rejoice na omoh the mama bin just fine,positive,0.6976625482736202,False
if preeq see toto e go charge like say e fit do something but if e enter see wetin others have seen e go bow,neutral,if preeq see toto e go charge like say e fit do something but if e enter see wetin others have seen e go bow,negative,0.6979859586715241,False
omo if na you wetin you go do,neutral,omo if na you wetin you go do,neutral,0.7224741561179271,True
you know as e dey be na,neutral,you know as e dey be na,neutral,0.7244317940578002,True
has anyone gone to a store to buy perfumecologne bleu by chanel is now k amourage k creed k na to continue with axe gang o cos im never buying those cheap ass ones they smell like crap even if na oud sef mba,neutral,has anyone gone to a store to buy perfumecologne bleu by chanel is now k amourage k creed k na to continue with axe gang o cos im never buying those cheap ass ones they smell like crap even if na oud sef mba,negative,0.7322980315424146,False
wetin de ballet,neutral,wetin de ballet,neutral,0.7696797078983099,True
dear chelsea and manchester united after the whole hustle tension heart attack draws and lost just to qualify for champions league next season if una two like go play rubbish for champions league see yet na ogun go kill una papa,neutral,dear chelsea and manchester united after the whole hustle tension heart attack draws and lost just to qualify for champions league next season if una two like go play rubbish for champions league see yet na ogun go kill una papa,negative,0.7762178956168208,False
lmao na only reason i fit reason am na there e stop,neutral,lmao na only reason i fit reason am na there e stop,neutral,0.7863386988052744,True
abi now i no dey put big money for game sef to save tears if e cut,neutral,abi now i no dey put big money for game sef to save tears if e cut,negative,0.7878312712240629,False
make e sabi cord,neutral,make e sabi cord,positive,0.8347100565062073,False
italy wetin dey italiate,neutral,italy wetin dey italiate,neutral,0.8707372140445439,True
fr wetin dey occur,neutral,fr wetin dey occur,neutral,0.8876422559879575,True
barca yea sorry i dey vex for setien ni he cost them that game wish foolish tactics if he had set up the team properly they would ve offered more at least if they ll lose it wpnt be disgraceful like this the players didnt help themselves too thoall of them dey mad,neutral,barca yea sorry i dey vex for setien ni he cost them that game wish foolish tactics if he had set up the team properly they would ve offered more at least if they ll lose it wpnt be disgraceful like this the players didnt help themselves too thoall of them dey mad,negative,0.8978100119737233,False
